"booking_id","customer_segment","service_type","customer_age","city","payment_method","booking_channel","distance_km_clean","time_period","is_weekend","promo_code_used","discount_amount_vnd","traffic_level","weather_condition","basket_value_vnd"
"GB2025000977","Corporate","GrabFood",21,"Hanoi","Cash","Mobile App",6.28,"Evening","Weekday","None",0,"Medium","Clear",135000
"GB2025000979","Frequent User","GrabMart",25,"Ho Chi Minh City","Cash","Mobile App",2.21,"Early Morning","Weekday","FOOD20",1000,"Medium","Clear",89000
"GB2025000981","Family","GrabFood",56,"Ho Chi Minh City","Card","Mobile App",2.83,"Lunch","Weekday","FOOD20",5000,"High","Cloudy",102000
"GB2025000983","Frequent User","GrabFood",38,"Hue","Corporate Account","Mobile App",1.22,"Morning","Weekend","WEEKEND",3000,"Low","Cloudy",79000
"GB2025000984","Corporate","GrabFood",47,"Ho Chi Minh City","Corporate Account","Mobile App",4.08,"Lunch","Weekday","LOYALTY",2000,"High","Clear",61000
"GB2025000990","Working Professional","GrabFood",60,"Ho Chi Minh City","Card","Mobile App",4.6,"Evening","Weekend","None",0,"High","Rain",109000
"GB2025000997","Working Professional","GrabFood",43,"Hai Phong","Card","Mobile App",0.94,"Night","Weekend","WELCOME",1000,"Low","Clear",273000
"GB2025001006","Tourist","GrabFood",22,"Ho Chi Minh City","Cash","Mobile App",1.66,"Evening","Weekend","FOOD20",4000,"Medium","Heavy Rain",164000
"GB2025001008","Frequent User","GrabFood",35,"Ho Chi Minh City","Cash","Mobile App",3.41,"Lunch","Weekday","None",0,"Low","Clear",336000
"GB2025001017","Family","GrabFood",23,"Hai Phong","Corporate Account","Mobile App",5.21,"Morning","Weekday","WELCOME",5000,"Severe","Cloudy",383000
"GB2025001028","Family","GrabFood",60,"Ho Chi Minh City","Unknown","Mobile App",8.51,"Afternoon","Weekend","WELCOME",7000,"Low","Clear",386000
"GB2025001033","Tourist","GrabFood",30,"Hanoi","Cash","Mobile App",4.64,"Evening","Weekend","None",0,"Severe","Heavy Rain",70000
"GB2025001041","Student","GrabFood",35,"Ho Chi Minh City","Cash","Mobile App",3.5,"Afternoon","Weekend","None",0,"Low","Cloudy",272000
"GB2025001046","Frequent User","GrabFood",19,"Nha Trang","Cash","Mobile App",5.34,"Lunch","Weekday","FOOD20",8000,"Low","Rain",440000
"GB2025001047","Corporate","GrabMart",44,"Ho Chi Minh City","Cash","Mobile App",3.65,"Early Morning","Weekday","None",0,"Low","Clear",4e+05
"GB2025001051","Tourist","GrabFood",48,"Da Nang","Moca Wallet","Web Booking",3.64,"Early Morning","Weekday","None",0,"Severe","Clear",327000
"GB2025001054","Student","GrabFood",19,"Da Nang","Corporate Account","Mobile App",6.64,"Morning","Weekday","WEEKEND",4000,"High","Clear",385000
"GB2025001058","Frequent User","GrabFood",26,"Hanoi","Card","Mobile App",2.63,"Early Morning","Weekend","None",0,"Medium","Clear",136000
"GB2025001060","Frequent User","GrabMart",33,"Ho Chi Minh City","Moca Wallet","Mobile App",1.62,"Evening","Weekday","WEEKEND",1000,"Medium","Clear",111000
"GB2025001061","Corporate","GrabFood",41,"Hai Phong","Card","Web Booking",1.74,"Morning","Weekday","RIDE10",1000,"Medium","Cloudy",356000
"GB2025001066","Tourist","GrabFood",37,"Nha Trang","Cash","Mobile App",1.04,"Early Morning","Weekday","FOOD20",3000,"Medium","Cloudy",267000
"GB2025001071","Corporate","GrabFood",59,"Da Nang","Card","Mobile App",2.26,"Morning","Weekday","None",0,"Low","Clear",350000
"GB2025001075","Student","GrabMart",58,"Ho Chi Minh City","Card","Mobile App",6.33,"Lunch","Weekday","None",0,"Medium","Cloudy",203000
"GB2025001076","Tourist","GrabFood",42,"Da Nang","Card","Mobile App",4.92,"Early Morning","Weekday","WEEKEND",2000,"Medium","Clear",312000
"GB2025001079","Student","GrabMart",55,"Ho Chi Minh City","Moca Wallet","Mobile App",0.69,"Morning","Weekend","LOYALTY",1000,"Medium","Clear",334000
"GB2025001083","Tourist","GrabFood",23,"Can Tho","Cash","Mobile App",3.11,"Early Morning","Weekday","MART15",4000,"Medium","Clear",362000
"GB2025001085","Tourist","GrabMart",52,"Hai Phong","Card","Mobile App",3.92,"Morning","Weekend","FOOD20",6000,"Low","Clear",379000
"GB2025001094","Working Professional","GrabFood",44,"Ho Chi Minh City","Cash","Mobile App",1.53,"Evening","Weekday","WELCOME",4000,"Low","Clear",296000
"GB2025001104","Student","GrabFood",28,"Hanoi","Cash","Mobile App",2.85,"Morning","Weekday","WELCOME",6000,"High","Cloudy",309000
"GB2025001108","Tourist","GrabMart",35,"Hanoi","Moca Wallet","Mobile App",7.69,"Morning","Weekday","None",0,"Medium","Cloudy",341000
"GB2025001110","Working Professional","GrabMart",18,"Ho Chi Minh City","Card","Mobile App",5.86,"Early Morning","Weekday","None",0,"Medium","Clear",135000
"GB2025001121","Working Professional","GrabFood",44,"Hanoi","Moca Wallet","Mobile App",1.19,"Early Morning","Weekday","RIDE10",1000,"Medium","Rain",289000
"GB2025001123","Student","GrabFood",46,"Ho Chi Minh City","Moca Wallet","Mobile App",2.91,"Lunch","Weekday","None",0,"Medium","Cloudy",396000
"GB2025001124","Frequent User","GrabFood",31,"Ho Chi Minh City","Moca Wallet","Mobile App",3.51,"Early Morning","Weekday","None",0,"Medium","Cloudy",356000
"GB2025001130","Working Professional","GrabFood",43,"Ho Chi Minh City","Card","Mobile App",3.12,"Morning","Weekday","None",0,"Low","Clear",69000
"GB2025001131","Corporate","GrabFood",41,"Bien Hoa","Card","Mobile App",2.59,"Afternoon","Weekday","LOYALTY",4000,"Medium","Cloudy",398000
"GB2025001132","Student","GrabFood",59,"Hanoi","Moca Wallet","Mobile App",1.87,"Morning","Weekday","LOYALTY",2000,"Low","Clear",87000
"GB2025001134","Corporate","GrabMart",31,"Bien Hoa","Card","Mobile App",4.54,"Night","Weekday","None",0,"Medium","Rain",247000
"GB2025001135","Frequent User","GrabMart",35,"Hue","Card","Mobile App",4.82,"Afternoon","Weekend","RIDE10",6000,"Medium","Cloudy",106000
"GB2025001137","Corporate","GrabMart",48,"Hanoi","Card","Mobile App",3.2,"Evening","Weekday","RIDE10",3000,"Medium","Clear",50000
"GB2025001149","Tourist","GrabFood",34,"Hanoi","Cash","Mobile App",5.73,"Afternoon","Weekday","None",0,"Low","Heavy Rain",161000
"GB2025001154","Working Professional","GrabFood",41,"Ho Chi Minh City","Card","Mobile App",6.51,"Early Morning","Weekend","LOYALTY",11000,"Severe","Rain",95000
"GB2025001163","Corporate","GrabFood",60,"Da Nang","Moca Wallet","Mobile App",4.39,"Early Morning","Weekday","None",0,"Low","Clear",247000
"GB2025001166","Corporate","GrabFood",59,"Ho Chi Minh City","Corporate Account","Mobile App",7.43,"Afternoon","Weekend","None",0,"Low","Clear",150000
"GB2025001173","Student","GrabFood",29,"Hai Phong","Cash","Web Booking",5.4,"Early Morning","Weekend","None",0,"Low","Cloudy",278000
"GB2025001174","Frequent User","GrabFood",52,"Hanoi","Cash","Mobile App",2.9,"Night","Weekend","None",0,"Low","Cloudy",257000
"GB2025001178","Family","GrabFood",23,"Ho Chi Minh City","Cash","Mobile App",3.55,"Morning","Weekday","LOYALTY",6000,"Medium","Clear",448000
"GB2025001180","Frequent User","GrabFood",45,"Ho Chi Minh City","Card","Mobile App",3.22,"Lunch","Weekend","None",0,"Medium","Clear",232000
"GB2025001181","Tourist","GrabFood",18,"Da Nang","Moca Wallet","Mobile App",0.7,"Afternoon","Weekday","RIDE10",3000,"Medium","Unknown",312000
"GB2025001186","Family","GrabMart",44,"Hanoi","Cash","Mobile App",3.12,"Early Morning","Weekday","None",0,"Low","Cloudy",305000
"GB2025001189","Frequent User","GrabFood",36,"Hanoi","Card","Partner App",6.21,"Morning","Weekend","MART15",4000,"High","Clear",309000
"GB2025001193","Student","GrabMart",52,"Ho Chi Minh City","Cash","Mobile App",0.66,"Night","Weekday","None",0,"Low","Cloudy",360000
"GB2025001198","Frequent User","GrabMart",24,"Hue","Cash","Mobile App",4.22,"Lunch","Weekday","None",0,"Low","Clear",152000
"GB2025001199","Working Professional","GrabFood",25,"Hai Phong","Cash","Mobile App",4.11,"Early Morning","Weekday","None",0,"Low","Cloudy",343000
"GB2025001202","Tourist","GrabFood",52,"Hanoi","Cash","Mobile App",2.79,"Night","Weekday","WELCOME",2000,"High","Clear",243000
"GB2025001208","Frequent User","GrabFood",35,"Hanoi","Card","Mobile App",1.9,"Early Morning","Weekday","LOYALTY",2000,"High","Cloudy",396000
"GB2025001211","Frequent User","GrabFood",38,"Ho Chi Minh City","Card","Mobile App",10.68,"Evening","Weekday","None",0,"Medium","Rain",201000
"GB2025001218","Frequent User","GrabMart",56,"Da Nang","Moca Wallet","Mobile App",4.44,"Early Morning","Weekday","RIDE10",5000,"Low","Clear",96000
"GB2025001222","Tourist","GrabMart",23,"Bien Hoa","Moca Wallet","Mobile App",2.6,"Lunch","Weekday","None",0,"Medium","Clear",101000
"GB2025001225","Corporate","GrabFood",25,"Hanoi","Moca Wallet","Mobile App",3.37,"Early Morning","Weekday","WELCOME",3000,"Medium","Clear",361000
"GB2025001234","Tourist","GrabFood",59,"Hanoi","Cash","Mobile App",0.72,"Evening","Weekend","LOYALTY",1000,"Low","Rain",75000
"GB2025001235","Student","GrabFood",35,"Hai Phong","Moca Wallet","Mobile App",1.7,"Early Morning","Weekend","None",0,"Medium","Cloudy",150000
"GB2025001237","Student","GrabFood",49,"Ho Chi Minh City","Cash","Mobile App",1.99,"Night","Weekend","WELCOME",4000,"High","Rain",354000
"GB2025001239","Student","GrabFood",42,"Da Nang","Moca Wallet","Mobile App",3.31,"Lunch","Weekend","None",0,"Low","Clear",225000
"GB2025001242","Corporate","GrabFood",41,"Da Nang","Card","Mobile App",1.61,"Early Morning","Weekend","MART15",5000,"High","Clear",216000
"GB2025001247","Working Professional","GrabFood",26,"Hue","Card","Mobile App",1.64,"Early Morning","Weekday","RIDE10",3000,"Severe","Clear",51000
"GB2025001252","Working Professional","GrabFood",38,"Ho Chi Minh City","Cash","Mobile App",3.12,"Morning","Weekday","RIDE10",3000,"Medium","Clear",357000
"GB2025001253","Tourist","GrabMart",22,"Bien Hoa","Moca Wallet","Mobile App",0.9,"Morning","Weekday","WEEKEND",2000,"Medium","Cloudy",178000
"GB2025001262","Frequent User","GrabFood",21,"Ho Chi Minh City","Moca Wallet","Mobile App",2.4,"Early Morning","Weekday","WELCOME",4000,"Low","Clear",445000
"GB2025001279","Corporate","GrabFood",33,"Da Nang","Moca Wallet","Mobile App",2.91,"Lunch","Weekend","RIDE10",3000,"High","Rain",117000
"GB2025001281","Corporate","GrabFood",20,"Ho Chi Minh City","Cash","Mobile App",1.43,"Morning","Weekday","None",0,"Medium","Clear",63000
"GB2025001283","Student","GrabMart",44,"Hanoi","Moca Wallet","Mobile App",3.57,"Early Morning","Weekend","None",0,"High","Cloudy",299000
"GB2025001285","Family","GrabFood",46,"Ho Chi Minh City","Cash","Mobile App",1.23,"Morning","Weekday","WELCOME",2000,"Medium","Clear",305000
"GB2025001289","Working Professional","GrabFood",51,"Ho Chi Minh City","Moca Wallet","Mobile App",1.07,"Evening","Weekday","None",0,"Severe","Clear",388000
"GB2025001292","Family","GrabFood",46,"Hai Phong","Card","Mobile App",6.78,"Early Morning","Weekday","None",0,"Low","Rain",419000
"GB2025001294","Family","GrabFood",41,"Hue","Card","Mobile App",3.41,"Morning","Weekday","None",0,"Severe","Clear",87000
"GB2025001297","Frequent User","GrabFood",34,"Can Tho","Cash","Mobile App",2.54,"Early Morning","Weekday","None",0,"Low","Unknown",144000
"GB2025001301","Frequent User","GrabMart",60,"Can Tho","Card","Mobile App",4.61,"Morning","Weekday","FOOD20",7000,"Low","Cloudy",281000
"GB2025001307","Working Professional","GrabFood",42,"Ho Chi Minh City","Corporate Account","Mobile App",2.18,"Early Morning","Weekday","RIDE10",5000,"Medium","Clear",53000
"GB2025001310","Tourist","GrabFood",40,"Hanoi","Card","Mobile App",1.74,"Night","Weekday","FOOD20",4000,"Low","Clear",355000
"GB2025001321","Corporate","GrabFood",59,"Can Tho","Card","Mobile App",3.76,"Evening","Weekday","LOYALTY",4000,"Medium","Cloudy",313000
"GB2025001327","Frequent User","GrabMart",45,"Ho Chi Minh City","Moca Wallet","Mobile App",4.16,"Afternoon","Weekday","None",0,"Medium","Clear",412000
"GB2025001335","Frequent User","GrabFood",44,"Can Tho","Cash","Mobile App",3.23,"Night","Weekday","None",0,"Low","Heavy Rain",216000
"GB2025001339","Tourist","GrabFood",49,"Ho Chi Minh City","Cash","Mobile App",4.39,"Early Morning","Weekday","None",0,"High","Cloudy",91000
"GB2025001340","Working Professional","GrabFood",25,"Ho Chi Minh City","Cash","Mobile App",5.43,"Morning","Weekday","LOYALTY",8000,"Low","Clear",411000
"GB2025001341","Frequent User","GrabFood",20,"Da Nang","Cash","Mobile App",5.73,"Early Morning","Weekday","None",0,"High","Cloudy",218000
"GB2025001351","Corporate","GrabFood",35,"Hanoi","Cash","Mobile App",5.04,"Evening","Weekday","None",0,"Severe","Clear",236000
"GB2025001354","Working Professional","GrabFood",58,"Hai Phong","Card","Mobile App",2.75,"Early Morning","Weekday","None",0,"Low","Rain",227000
"GB2025001355","Frequent User","GrabFood",40,"Hanoi","Cash","Mobile App",2.64,"Lunch","Weekday","None",0,"Low","Clear",418000
"GB2025001357","Corporate","GrabMart",47,"Bien Hoa","Corporate Account","Mobile App",4.53,"Afternoon","Weekday","None",0,"Low","Rain",390000
"GB2025001361","Frequent User","GrabFood",22,"Ho Chi Minh City","Cash","Mobile App",3.43,"Early Morning","Weekend","None",0,"Severe","Cloudy",147000
"GB2025001368","Frequent User","GrabMart",60,"Da Nang","Card","Mobile App",2.5,"Lunch","Weekday","WELCOME",4000,"Low","Clear",162000
"GB2025001369","Working Professional","GrabFood",25,"Ho Chi Minh City","Corporate Account","Mobile App",3.59,"Morning","Weekday","None",0,"Low","Clear",281000
"GB2025001370","Tourist","GrabMart",25,"Da Nang","Card","Mobile App",2.23,"Morning","Weekday","None",0,"High","Cloudy",240000
"GB2025001371","Tourist","GrabFood",45,"Bien Hoa","Moca Wallet","Mobile App",1.69,"Lunch","Weekday","None",0,"Medium","Clear",97000
"GB2025001373","Student","GrabFood",61,"Nha Trang","Cash","Mobile App",4.26,"Early Morning","Weekday","None",0,"Low","Cloudy",311000
"GB2025001375","Tourist","GrabFood",23,"Hanoi","Moca Wallet","Mobile App",5.37,"Afternoon","Weekday","None",0,"Low","Clear",348000
"GB2025001377","Student","GrabMart",41,"Ho Chi Minh City","Cash","Mobile App",6.87,"Morning","Weekday","None",0,"Low","Clear",302000
"GB2025001382","Student","GrabFood",21,"Hanoi","Cash","Web Booking",0.87,"Lunch","Weekend","LOYALTY",2000,"Low","Clear",154000
"GB2025001387","Working Professional","GrabFood",27,"Ho Chi Minh City","Moca Wallet","Partner App",4.34,"Early Morning","Weekday","RIDE10",3000,"Low","Clear",79000
"GB2025001390","Family","GrabFood",50,"Hanoi","Card","Mobile App",3.59,"Evening","Weekend","None",0,"High","Cloudy",84000
"GB2025001392","Student","GrabFood",21,"Ho Chi Minh City","Card","Mobile App",1.38,"Lunch","Weekday","None",0,"Medium","Clear",188000
"GB2025001395","Frequent User","GrabFood",61,"Bien Hoa","Cash","Mobile App",2.98,"Evening","Weekday","WEEKEND",3000,"Low","Cloudy",313000
"GB2025001399","Frequent User","GrabFood",19,"Nha Trang","Moca Wallet","Mobile App",1.63,"Morning","Weekday","RIDE10",2000,"High","Clear",67000
"GB2025001401","Student","GrabFood",54,"Ho Chi Minh City","Moca Wallet","Mobile App",0.72,"Lunch","Weekday","WELCOME",1000,"Medium","Cloudy",386000
"GB2025001405","Corporate","GrabFood",35,"Nha Trang","Card","Mobile App",2.34,"Morning","Weekday","FOOD20",2000,"Severe","Rain",48000
"GB2025001407","Tourist","GrabMart",53,"Ho Chi Minh City","Moca Wallet","Mobile App",5.9,"Morning","Weekend","None",0,"Medium","Cloudy",226000
"GB2025001431","Working Professional","GrabMart",43,"Hai Phong","Card","Web Booking",4.74,"Night","Weekday","LOYALTY",8000,"High","Clear",366000
"GB2025001434","Family","GrabFood",41,"Da Nang","Cash","Mobile App",2.57,"Morning","Weekend","WEEKEND",4000,"Medium","Clear",153000
"GB2025001437","Working Professional","GrabFood",32,"Bien Hoa","Card","Mobile App",1.97,"Night","Weekday","None",0,"High","Clear",207000
"GB2025001440","Corporate","GrabMart",25,"Can Tho","Card","Mobile App",6.72,"Early Morning","Weekend","None",0,"Low","Cloudy",287000
"GB2025001441","Corporate","GrabFood",39,"Da Nang","Moca Wallet","Mobile App",1.17,"Morning","Weekend","MART15",1000,"Low","Unknown",4e+05
"GB2025001453","Student","GrabFood",19,"Can Tho","Corporate Account","Mobile App",3.45,"Afternoon","Weekend","None",0,"High","Clear",333000
"GB2025001469","Student","GrabFood",36,"Ho Chi Minh City","Card","Mobile App",6.2,"Morning","Weekday","RIDE10",6000,"Unknown","Clear",255000
"GB2025001472","Working Professional","GrabMart",46,"Hanoi","Cash","Mobile App",5.67,"Evening","Weekday","None",0,"Medium","Clear",111000
"GB2025001473","Family","GrabFood",28,"Ho Chi Minh City","Moca Wallet","Mobile App",6.99,"Early Morning","Weekday","None",0,"Unknown","Cloudy",437000
"GB2025001478","Student","GrabMart",42,"Hai Phong","Moca Wallet","Mobile App",5.65,"Early Morning","Weekday","None",0,"Low","Cloudy",52000
"GB2025001480","Corporate","GrabFood",43,"Ho Chi Minh City","Card","Mobile App",1.17,"Afternoon","Weekday","RIDE10",4000,"Low","Cloudy",160000
"GB2025001481","Tourist","GrabFood",41,"Hai Phong","Moca Wallet","Mobile App",6.04,"Night","Weekday","None",0,"Medium","Clear",139000
"GB2025001483","Corporate","GrabFood",38,"Da Nang","Corporate Account","Mobile App",2.37,"Afternoon","Weekday","LOYALTY",4000,"Medium","Clear",270000
"GB2025001486","Tourist","GrabMart",34,"Bien Hoa","Moca Wallet","Mobile App",4.67,"Afternoon","Weekday","WELCOME",3000,"Low","Cloudy",372000
"GB2025001491","Tourist","GrabMart",18,"Da Nang","Moca Wallet","Mobile App",1.49,"Morning","Weekday","None",0,"Medium","Clear",205000
"GB2025001493","Student","GrabFood",30,"Can Tho","Moca Wallet","Mobile App",3.11,"Lunch","Weekend","FOOD20",5000,"Low","Clear",88000
"GB2025001497","Tourist","GrabFood",39,"Ho Chi Minh City","Card","Mobile App",6.82,"Morning","Weekday","None",0,"Low","Cloudy",74000
"GB2025001498","Corporate","GrabFood",41,"Hanoi","Cash","Mobile App",2.02,"Early Morning","Weekday","None",0,"Low","Rain",328000
"GB2025001500","Working Professional","GrabFood",27,"Ho Chi Minh City","Cash","Web Booking",4.45,"Evening","Weekday","LOYALTY",9000,"Severe","Clear",4e+05
"GB2025001504","Student","GrabFood",35,"Hanoi","Moca Wallet","Mobile App",4.48,"Afternoon","Weekday","None",0,"Medium","Clear",48000
"GB2025001510","Family","GrabFood",49,"Hanoi","Card","Web Booking",5.83,"Afternoon","Weekday","None",0,"Low","Clear",355000
"GB2025001511","Frequent User","GrabFood",55,"Hanoi","Moca Wallet","Mobile App",4.19,"Evening","Weekday","None",0,"Medium","Clear",55000
"GB2025001514","Working Professional","GrabFood",33,"Ho Chi Minh City","Cash","Mobile App",4.67,"Morning","Weekday","None",0,"Medium","Clear",354000
"GB2025001516","Family","GrabFood",36,"Da Nang","Moca Wallet","Mobile App",2.08,"Early Morning","Weekday","None",0,"Low","Rain",72000
"GB2025001517","Working Professional","GrabFood",22,"Da Nang","Cash","Mobile App",0.53,"Evening","Weekday","WEEKEND",1000,"Medium","Cloudy",448000
"GB2025001524","Student","GrabMart",24,"Can Tho","Moca Wallet","Web Booking",1.65,"Early Morning","Weekday","WELCOME",4000,"Low","Clear",73000
"GB2025001527","Frequent User","GrabFood",61,"Bien Hoa","Card","Mobile App",1.89,"Lunch","Weekday","None",0,"High","Clear",395000
"GB2025001533","Tourist","GrabMart",56,"Ho Chi Minh City","Moca Wallet","Mobile App",5.12,"Lunch","Weekday","WELCOME",3000,"Low","Clear",291000
"GB2025001548","Frequent User","GrabMart",62,"Hanoi","Corporate Account","Mobile App",4.79,"Morning","Weekday","None",0,"High","Rain",124000
"GB2025001552","Corporate","GrabMart",51,"Can Tho","Cash","Mobile App",4.84,"Lunch","Weekday","None",0,"High","Heavy Rain",57000
"GB2025001558","Corporate","GrabFood",38,"Da Nang","Moca Wallet","Mobile App",2.89,"Lunch","Weekday","None",0,"Low","Cloudy",180000
"GB2025001559","Frequent User","GrabMart",28,"Hue","Card","Mobile App",1,"Afternoon","Weekday","WEEKEND",3000,"High","Rain",136000
"GB2025001561","Student","GrabFood",24,"Bien Hoa","Corporate Account","Mobile App",1.6,"Afternoon","Weekday","RIDE10",3000,"Low","Clear",273000
"GB2025001567","Frequent User","GrabFood",60,"Ho Chi Minh City","Card","Mobile App",1.91,"Early Morning","Weekend","None",0,"High","Clear",411000
"GB2025001571","Frequent User","GrabFood",41,"Bien Hoa","Moca Wallet","Mobile App",1.94,"Early Morning","Weekday","None",0,"Low","Clear",319000
"GB2025001574","Family","GrabFood",22,"Bien Hoa","Card","Mobile App",7.68,"Morning","Weekday","None",0,"High","Rain",132000
"GB2025001594","Working Professional","GrabFood",48,"Nha Trang","Moca Wallet","Mobile App",4.5,"Morning","Weekday","WELCOME",5000,"Medium","Rain",102000
"GB2025001598","Working Professional","GrabMart",35,"Ho Chi Minh City","Card","Mobile App",1.98,"Afternoon","Weekend","None",0,"High","Clear",434000
"GB2025001600","Corporate","GrabFood",56,"Nha Trang","Cash","Mobile App",3.68,"Early Morning","Weekend","None",0,"Medium","Cloudy",437000
"GB2025001606","Student","GrabFood",48,"Ho Chi Minh City","Cash","Partner App",2.98,"Evening","Weekday","MART15",5000,"Medium","Cloudy",241000
"GB2025001610","Family","GrabFood",23,"Can Tho","Moca Wallet","Partner App",4.61,"Evening","Weekday","WEEKEND",6000,"Low","Clear",403000
"GB2025001616","Frequent User","GrabMart",38,"Da Nang","Moca Wallet","Partner App",4.43,"Early Morning","Weekday","LOYALTY",2000,"High","Clear",240000
"GB2025001620","Student","GrabFood",52,"Da Nang","Card","Mobile App",4.28,"Lunch","Weekend","WEEKEND",6000,"Medium","Clear",401000
"GB2025001621","Working Professional","GrabFood",39,"Hanoi","Cash","Mobile App",10.62,"Early Morning","Weekend","None",0,"High","Rain",115000
"GB2025001630","Frequent User","GrabFood",22,"Hue","Cash","Mobile App",1.39,"Morning","Weekday","RIDE10",2000,"Low","Rain",232000
"GB2025001637","Student","GrabFood",58,"Ho Chi Minh City","Cash","Mobile App",3.43,"Early Morning","Weekday","None",0,"High","Clear",155000
"GB2025001643","Student","GrabFood",50,"Hanoi","Cash","Mobile App",2.45,"Early Morning","Weekend","MART15",2000,"Severe","Cloudy",377000
"GB2025001646","Family","GrabFood",54,"Hanoi","Cash","Mobile App",3.15,"Lunch","Weekday","WELCOME",5000,"Low","Rain",175000
"GB2025001647","Working Professional","GrabFood",38,"Ho Chi Minh City","Cash","Mobile App",7,"Early Morning","Weekend","LOYALTY",4000,"Medium","Cloudy",114000
"GB2025001648","Student","GrabMart",42,"Hai Phong","Moca Wallet","Mobile App",5.05,"Evening","Weekday","LOYALTY",3000,"Low","Cloudy",359000
"GB2025001650","Tourist","GrabMart",22,"Hai Phong","Cash","Mobile App",9.31,"Evening","Weekend","None",0,"Low","Clear",61000
"GB2025001654","Working Professional","GrabFood",60,"Hanoi","Cash","Mobile App",2.43,"Afternoon","Weekday","None",0,"Medium","Cloudy",404000
"GB2025001664","Tourist","GrabFood",23,"Hanoi","Cash","Mobile App",0.95,"Night","Weekday","WELCOME",2000,"Low","Clear",438000
"GB2025001671","Student","GrabFood",41,"Ho Chi Minh City","Card","Partner App",1.48,"Evening","Weekday","None",0,"High","Cloudy",212000
"GB2025001676","Working Professional","GrabFood",50,"Ho Chi Minh City","Card","Mobile App",1.76,"Morning","Weekday","None",0,"Medium","Clear",305000
"GB2025001683","Family","GrabFood",52,"Ho Chi Minh City","Card","Mobile App",4.23,"Night","Weekend","None",0,"Medium","Clear",367000
"GB2025001687","Working Professional","GrabFood",44,"Ho Chi Minh City","Moca Wallet","Mobile App",3.57,"Early Morning","Weekday","WEEKEND",5000,"Low","Cloudy",112000
"GB2025001688","Working Professional","GrabFood",21,"Ho Chi Minh City","Moca Wallet","Mobile App",0.69,"Night","Weekday","WELCOME",2000,"Severe","Rain",340000
"GB2025001703","Frequent User","GrabFood",27,"Ho Chi Minh City","Card","Mobile App",0.62,"Lunch","Weekend","None",0,"Medium","Cloudy",168000
"GB2025001708","Family","GrabFood",19,"Ho Chi Minh City","Moca Wallet","Mobile App",5.47,"Afternoon","Weekday","None",0,"Medium","Rain",136000
"GB2025001713","Tourist","GrabMart",28,"Ho Chi Minh City","Corporate Account","Mobile App",2.05,"Evening","Weekday","None",0,"Medium","Clear",196000
"GB2025001717","Corporate","GrabFood",46,"Ho Chi Minh City","Cash","Mobile App",3.1,"Evening","Weekday","WEEKEND",5000,"Severe","Cloudy",180000
"GB2025001720","Family","GrabFood",19,"Hanoi","Cash","Mobile App",3.12,"Evening","Weekday","FOOD20",15000,"Medium","Clear",353000
"GB2025001727","Tourist","GrabFood",47,"Ho Chi Minh City","Cash","Mobile App",1.26,"Early Morning","Weekday","None",0,"Low","Clear",52000
"GB2025001730","Frequent User","GrabFood",29,"Ho Chi Minh City","Card","Mobile App",2.34,"Afternoon","Weekday","None",0,"Medium","Clear",314000
"GB2025001742","Frequent User","GrabFood",52,"Hanoi","Cash","Mobile App",4.68,"Lunch","Weekday","None",0,"High","Cloudy",94000
"GB2025001754","Corporate","GrabFood",39,"Ho Chi Minh City","Cash","Mobile App",1.84,"Evening","Weekday","WEEKEND",2000,"Low","Cloudy",47000
"GB2025001756","Student","GrabFood",28,"Ho Chi Minh City","Card","Mobile App",4.48,"Early Morning","Weekday","WELCOME",6000,"High","Clear",318000
"GB2025001765","Working Professional","GrabFood",46,"Da Nang","Cash","Mobile App",1.38,"Early Morning","Weekday","None",0,"High","Clear",73000
"GB2025001771","Working Professional","GrabFood",19,"Hai Phong","Cash","Mobile App",3.12,"Night","Weekend","None",0,"High","Clear",89000
"GB2025001774","Corporate","GrabFood",22,"Ho Chi Minh City","Card","Mobile App",3.99,"Morning","Weekday","WEEKEND",2000,"High","Cloudy",218000
"GB2025001780","Corporate","GrabFood",26,"Ho Chi Minh City","Moca Wallet","Mobile App",2.26,"Early Morning","Weekday","None",0,"Medium","Clear",328000
"GB2025001790","Family","GrabFood",25,"Nha Trang","Cash","Mobile App",2.46,"Night","Weekend","None",0,"High","Rain",280000
"GB2025001793","Frequent User","GrabFood",19,"Ho Chi Minh City","Cash","Mobile App",2.69,"Early Morning","Weekday","None",0,"Medium","Cloudy",386000
"GB2025001798","Working Professional","GrabFood",40,"Can Tho","Card","Mobile App",3.65,"Evening","Weekday","None",0,"Severe","Clear",371000
"GB2025001799","Tourist","GrabMart",47,"Nha Trang","Corporate Account","Mobile App",5.26,"Evening","Weekday","WEEKEND",11000,"High","Cloudy",186000
"GB2025001801","Frequent User","GrabMart",55,"Hue","Card","Mobile App",2.53,"Evening","Weekday","None",0,"High","Clear",208000
"GB2025001802","Tourist","GrabFood",20,"Hue","Card","Partner App",14.02,"Evening","Weekday","None",0,"Low","Clear",437000
"GB2025001807","Corporate","GrabMart",53,"Ho Chi Minh City","Card","Mobile App",2.75,"Morning","Weekend","WELCOME",4000,"High","Cloudy",385000
"GB2025001809","Family","GrabFood",37,"Nha Trang","Card","Mobile App",3.12,"Early Morning","Weekend","None",0,"Medium","Cloudy",151000
