"booking_id","booking_datetime","city","service_type","customer_segment","customer_age","driver_status","driver_experience_years","payment_method","booking_channel","distance_km","estimated_duration_min","actual_duration_min","waiting_time_min","traffic_level","weather_condition","promo_code_used","discount_amount_vnd","basket_value_vnd","fare_amount_vnd","driver_rating","customer_rating","completed_flag","cancellation_reason","loyalty_points_earned","booking_hour","booking_day","is_weekend","time_period","estimated_speed_kmh","distance_invalid","distance_km_clean"
"GB2025000923",2025-10-04 13:41:00,"Da Nang","GrabFood","Tourist",56,"New",NA,"Card","Mobile App",5.79,27.8,28,5.5,"Low","Clear","None",0,336000,23000,"4.6","4.5","1",NA,"2",13,"Saturday","Weekend","Lunch",12.4964028776978,FALSE,5.79
"GB2025000929",2025-03-01 23:20:00,"Ho Chi Minh City","GrabFood","Corporate",25,"New",1.7,"Cash","Mobile App",0.94,2.7,3.3,7.8,"Medium","Clear","RIDE10",2000,171000,13000,"5","4.7","1",NA,"1",23,"Saturday","Weekend","Night",20.8888888888889,FALSE,0.94
"GB2025000930",2025-07-24 14:41:00,"Ho Chi Minh City","GrabFood","Frequent User",60,"New",1.5,"Card","Mobile App",1.81,6,6.5,NA,"Medium","Rain","RIDE10",4000,191000,17000,"4.1","4.7","1",NA,"1",14,"Thursday","Weekday","Afternoon",18.1,FALSE,1.81
"GB2025000936",2025-12-07 04:29:00,"Da Nang","GrabMart","Working Professional",38,"Preferred",NA,"Moca Wallet","Mobile App",7.11,30.6,32.9,2.9,"Medium","Cloudy","None",0,405000,28000,"5","4.5","1",NA,"2",4,"Sunday","Weekend","Early Morning",13.9411764705882,FALSE,7.11
"GB2025000937",2025-05-09 03:03:00,"Ho Chi Minh City","GrabFood","Tourist",46,"Standard",1.2,"Cash","Mobile App",2.21,8.5,8.2,4.4,"Low","Clear","LOYALTY",4000,383000,17000,"4.9","3.5","1",NA,"1",3,"Friday","Weekday","Early Morning",15.6,FALSE,2.21
"GB2025000945",2025-10-04 02:04:00,"Hue","GrabFood","Student",58,"Standard",4.2,"Moca Wallet","Mobile App",11.78,30.4,32.2,3.8,"Low","Clear","WEEKEND",13000,380000,25000,"4.6","3.8","1",NA,"2",2,"Saturday","Weekend","Early Morning",23.25,FALSE,11.78
"GB2025000946",2025-04-22 09:04:00,"Ho Chi Minh City","GrabFood","Corporate",19,"Standard",2.1,"Moca Wallet","Mobile App",6.53,40.1,37.5,1.9,"High","Cloudy","None",0,260000,34000,"4.9","4.4","1",NA,"3",9,"Tuesday","Weekday","Morning",9.77057356608479,FALSE,6.53
"GB2025000947",2025-12-19 01:13:00,"Ho Chi Minh City","GrabFood","Student",51,"Standard",3.8,"Cash","Mobile App",1.93,7.7,9.2,3.7,"High","Clear","None",0,410000,21000,"4.7","4.5","1",NA,"2",1,"Friday","Weekday","Early Morning",15.038961038961,FALSE,1.93
"GB2025000951",2025-10-19 12:31:00,"Ho Chi Minh City","GrabFood","Tourist",21,"Preferred",4.7,"Card","Mobile App",2.87,6.9,9.3,6.1,"Low","Clear","WEEKEND",4000,243000,11000,"4.5","3.6","1",NA,"1",12,"Sunday","Weekend","Lunch",24.9565217391304,FALSE,2.87
"GB2025000952",2025-11-05 01:40:00,"Bien Hoa","GrabFood","Corporate",25,"Standard",1.2,"Cash","Mobile App",3.78,17.4,19.2,5.8,"Medium","Clear","None",0,251000,21000,"4.6","4.8","1",NA,"2",1,"Wednesday","Weekday","Early Morning",13.0344827586207,FALSE,3.78
"GB2025000960",2025-03-18 06:18:00,"Hanoi","GrabMart","Frequent User",58,"High Performer",4.4,"Cash","Mobile App",11.76,87.4,104.4,11.1,"Severe","Cloudy","WEEKEND",10000,94000,28000,"4.4","4.8","1",NA,"2",6,"Tuesday","Weekday","Morning",8.07322654462243,FALSE,11.76
"GB2025000962",2025-11-23 17:31:00,"Hanoi","GrabFood","Tourist",22,"Standard",4,"Moca Wallet","Mobile App",6.78,24.6,29.4,11.6,"Severe","Clear","LOYALTY",4000,205000,34000,"4.9","4.7","1",NA,"3",17,"Sunday","Weekend","Evening",16.5365853658537,FALSE,6.78
"GB2025000963",2025-06-16 21:40:00,"Ho Chi Minh City","GrabFood","Frequent User",34,"Standard",3.1,"Cash","Mobile App",NA,20.3,20.2,7.9,"Low","Clear","FOOD20",6000,56000,5000,"4.2","4.4","1",NA,"0",21,"Monday","Weekday","Night",NA,NA,NA
"GB2025000965",2025-05-23 19:40:00,"Da Nang","GrabFood","Tourist",48,"Standard",5.2,"Cash","Mobile App",2.87,7.5,8.5,3.2,NA,"Rain","None",0,243000,22000,"4.1","4.1","1",NA,"2",19,"Friday","Weekday","Evening",22.96,FALSE,2.87
"GB2025000966",2025-03-24 07:31:00,"Ho Chi Minh City","GrabFood","Frequent User",41,"Preferred",1.4,"Cash","Mobile App",1.53,4.2,5.2,1.8,"Medium","Cloudy","None",0,69000,11000,"4.0","4.8","1",NA,"1",7,"Monday","Weekday","Morning",21.8571428571429,FALSE,1.53
"GB2025000969",2025-02-13 03:10:00,"Ho Chi Minh City","GrabFood","Family",48,"New",NA,"Cash","Mobile App",1.68,9,9.6,11.3,"Severe","Cloudy","None",0,137000,16000,"4.6","5.0","1",NA,"1",3,"Thursday","Weekday","Early Morning",11.2,FALSE,1.68
"GB2025000970",2025-12-20 22:06:00,"Ho Chi Minh City","GrabMart","Tourist",31,"Preferred",4.8,"Cash","Mobile App",2.92,10.3,12.5,7.6,NA,"Cloudy","FOOD20",2000,435000,38000,"3.8","4.5","1",NA,"3",22,"Saturday","Weekend","Night",17.0097087378641,FALSE,2.92
"GB2025000973",2025-09-12 02:30:00,"Ho Chi Minh City","GrabFood","Frequent User",55,"Preferred",5.7,"Moca Wallet","Mobile App",1.67,3.9,5.2,5.9,NA,"Clear","None",0,327000,12000,"5","4.7","1",NA,"1",2,"Friday","Weekday","Early Morning",25.6923076923077,FALSE,1.67
"GB2025000975",2025-01-12 17:12:00,"Can Tho","GrabFood","Frequent User",55,"Standard",1.1,"Card","Partner App",3.19,13.1,15.7,6.2,"Low","Heavy Rain","None",0,59000,13000,"4.3","4.2","1",NA,"1",17,"Sunday","Weekend","Evening",14.6106870229008,FALSE,3.19
"GB2025000977",2025-02-21 17:29:00,"Hanoi","GrabFood","Corporate",21,"New",1.9,"Cash","Mobile App",6.28,30.8,27.6,4.1,"Medium","Clear","None",0,135000,24000,"5","4.7","1",NA,"2",17,"Friday","Weekday","Evening",12.2337662337662,FALSE,6.28
"GB2025000979",2025-05-23 03:38:00,"Ho Chi Minh City","GrabMart","Frequent User",25,"High Performer",5.5,"Cash","Mobile App",2.21,6.4,5.6,3.3,"Medium","Clear","FOOD20",1000,89000,10000,"4.2","4.4","1",NA,"1",3,"Friday","Weekday","Early Morning",20.71875,FALSE,2.21
"GB2025000981",2025-04-02 13:56:00,"Ho Chi Minh City","GrabFood","Family",56,"Preferred",2.9,"Card","Mobile App",2.83,16,16.6,7.4,"High","Cloudy","FOOD20",5000,102000,13000,"4.3","3.4","1",NA,"1",13,"Wednesday","Weekday","Lunch",10.6125,FALSE,2.83
"GB2025000983",2025-10-05 06:26:00,"Hue","GrabFood","Frequent User",38,"High Performer",3.5,"Corporate Account","Mobile App",1.22,4.1,4.4,1.4,"Low","Cloudy","WEEKEND",3000,79000,5000,"4.8","5","1",NA,"0",6,"Sunday","Weekend","Morning",17.8536585365854,FALSE,1.22
"GB2025000984",2025-10-20 13:34:00,"Ho Chi Minh City","GrabFood","Corporate",47,"New",2.4,"Corporate Account","Mobile App",4.08,26,NA,10.5,"High","Clear","LOYALTY",2000,61000,13000,"4.5","4.2","1",NA,"1",13,"Monday","Weekday","Lunch",9.41538461538462,FALSE,4.08
"GB2025000988",2025-12-25 19:37:00,"Hanoi","GrabFood","Frequent User",56,"Standard",3.2,"Cash","Mobile App",6.89,32.2,29.7,14,"Severe","Cloudy","LOYALTY",10000,213000,18000,"4.3","3.8","1",NA,"1",19,"Thursday","Weekday","Evening",12.8385093167702,FALSE,6.89
"GB2025000990",2025-10-25 17:34:00,"Ho Chi Minh City","GrabFood","Working Professional",60,"Preferred",0.2,"Card","Mobile App",4.6,27.3,28.1,7.2,"High","Rain","None",0,109000,22000,"4.3","4.9","1",NA,"2",17,"Saturday","Weekend","Evening",10.1098901098901,FALSE,4.6
"GB2025000997",2025-04-06 23:27:00,"Hai Phong","GrabFood","Working Professional",43,"Preferred",1.3,"Card","Mobile App",0.94,2.9,3.5,3.6,"Low","Clear","WELCOME",1000,273000,16000,NA,NA,"0","Payment issue","0",23,"Sunday","Weekend","Night",19.448275862069,FALSE,0.94
"GB2025001006",2025-11-08 18:36:00,"Ho Chi Minh City","GrabFood","Tourist",22,"Preferred",2.1,"Cash","Mobile App",1.66,9,9.3,6.6,"Medium","Heavy Rain","FOOD20",4000,164000,11000,"4.3","4.0","1",NA,"1",18,"Saturday","Weekend","Evening",11.0666666666667,FALSE,1.66
"GB2025001008",2025-10-20 12:22:00,"Ho Chi Minh City","GrabFood","Frequent User",35,"High Performer",1.9,"Cash","Mobile App",3.41,15.2,18.5,2.9,"Low","Clear","None",0,336000,23000,"4.1","4.6","1",NA,"2",12,"Monday","Weekday","Lunch",13.4605263157895,FALSE,3.41
"GB2025001011",2025-07-12 16:00:00,"Hanoi","GrabMart","Student",52,"Preferred",2.1,"Card","Mobile App",2.72,10.9,11.4,6.7,"Medium","Cloudy","None",0,128000,14000,"4.8","3.8","1",NA,"1",16,"Saturday","Weekend","Afternoon",14.9724770642202,FALSE,2.72
"GB2025001017",2025-08-07 08:04:00,"Hai Phong","GrabFood","Family",23,"High Performer",2.4,"Corporate Account","Mobile App",5.21,30.1,35.2,9.7,"Severe","Cloudy","WELCOME",5000,383000,27000,"3.9","4.8","1",NA,"2",8,"Thursday","Weekday","Morning",10.3853820598007,FALSE,5.21
"GB2025001028",2025-02-09 15:08:00,"Ho Chi Minh City","GrabFood","Family",60,"Standard",1,NA,"Mobile App",8.51,39,38.6,7.1,"Low","Clear","WELCOME",7000,386000,NA,"4.9","3.9","1",NA,"3",15,"Sunday","Weekend","Afternoon",13.0923076923077,FALSE,8.51
"GB2025001033",2025-01-05 19:21:00,"Hanoi","GrabFood","Tourist",30,"Standard",2.2,"Cash","Mobile App",4.64,18.2,15.9,18.1,"Severe","Heavy Rain","None",0,70000,26000,"5","4.7","1",NA,"2",19,"Sunday","Weekend","Evening",15.2967032967033,FALSE,4.64
"GB2025001041",2025-04-26 15:39:00,"Ho Chi Minh City","GrabFood","Student",35,"New",0.4,"Cash","Mobile App",3.5,11.2,9.6,2.8,"Low","Cloudy","None",0,272000,23000,"4.1","4.2","1",NA,"2",15,"Saturday","Weekend","Afternoon",18.75,FALSE,3.5
"GB2025001046",2025-12-03 12:33:00,"Nha Trang","GrabFood","Frequent User",19,"Standard",2.6,"Cash","Mobile App",5.34,21.8,19.6,8.3,"Low","Rain","FOOD20",8000,440000,9000,"4.6","3.9","1",NA,"0",12,"Wednesday","Weekday","Lunch",14.697247706422,FALSE,5.34
"GB2025001047",2025-07-21 03:15:00,"Ho Chi Minh City","GrabMart","Corporate",44,"Preferred",0.6,"Cash","Mobile App",3.65,9.8,11.5,2.4,"Low","Clear","None",0,4e+05,37000,"4.6","4.7","1",NA,"3",3,"Monday","Weekday","Early Morning",22.3469387755102,FALSE,3.65
"GB2025001051",2025-05-08 00:36:00,"Da Nang","GrabFood","Tourist",48,"High Performer",1,"Moca Wallet","Web Booking",3.64,20.6,27.4,11.8,"Severe","Clear","None",0,327000,17000,"4.7","4.6","1",NA,"1",0,"Thursday","Weekday","Early Morning",10.6019417475728,FALSE,3.64
"GB2025001054",2025-07-14 07:00:00,"Da Nang","GrabFood","Student",19,"High Performer",4,"Corporate Account","Mobile App",6.64,23.1,25.3,2.8,"High","Clear","WEEKEND",4000,385000,40000,"4.9","4.7","1",NA,"4",7,"Monday","Weekday","Morning",17.2467532467532,FALSE,6.64
"GB2025001058",2025-04-27 02:47:00,"Hanoi","GrabFood","Frequent User",26,"High Performer",1.4,"Card","Mobile App",2.63,9.4,8.7,6,"Medium","Clear","None",0,136000,12000,"4.4","4.9","1",NA,"1",2,"Sunday","Weekend","Early Morning",16.7872340425532,FALSE,2.63
"GB2025001060",2025-04-14 18:14:00,"Ho Chi Minh City","GrabMart","Frequent User",33,"Standard",1.8,"Moca Wallet","Mobile App",1.62,8.7,11.6,7.2,"Medium","Clear","WEEKEND",1000,111000,8000,"4.4","4.5","1",NA,"0",18,"Monday","Weekday","Evening",11.1724137931035,FALSE,1.62
"GB2025001061",2025-05-05 06:50:00,"Hai Phong","GrabFood","Corporate",41,"Standard",4.6,"Card","Web Booking",1.74,5.3,6.4,9.6,"Medium","Cloudy","RIDE10",1000,356000,32000,"5","4.4","1",NA,"3",6,"Monday","Weekday","Morning",19.6981132075472,FALSE,1.74
"GB2025001066",2025-07-15 01:31:00,"Nha Trang","GrabFood","Tourist",37,"New",1.5,"Cash","Mobile App",1.04,5,5.5,4.8,"Medium","Cloudy","FOOD20",3000,267000,19000,"4.2","5.0","1",NA,"1",1,"Tuesday","Weekday","Early Morning",12.48,FALSE,1.04
"GB2025001071",2025-11-13 06:22:00,"Da Nang","GrabFood","Corporate",59,"Preferred",2.7,"Card","Mobile App",2.26,6.6,7.4,7,"Low","Clear","None",0,350000,27000,"4.1","4.7","1",NA,"2",6,"Thursday","Weekday","Morning",20.5454545454545,FALSE,2.26
"GB2025001075",2025-03-03 13:10:00,"Ho Chi Minh City","GrabMart","Student",58,"Standard",0.7,"Card","Mobile App",6.33,23.2,30.6,1.4,"Medium","Cloudy","None",0,203000,NA,"4.8","5","1",NA,"2",13,"Monday","Weekday","Lunch",16.3706896551724,FALSE,6.33
"GB2025001076",2025-10-24 03:40:00,"Da Nang","GrabFood","Tourist",42,"Standard",3.1,"Card","Mobile App",4.92,22.2,28.6,9.4,"Medium","Clear","WEEKEND",2000,312000,33000,"4.7","4.2","1",NA,"3",3,"Friday","Weekday","Early Morning",13.2972972972973,FALSE,4.92
"GB2025001079",2025-08-10 09:34:00,"Ho Chi Minh City","GrabMart","Student",55,"Preferred",1.6,"Moca Wallet","Mobile App",0.69,2.1,2.8,3.6,"Medium","Clear","LOYALTY",1000,334000,21000,"4.3","4.2","1",NA,"2",9,"Sunday","Weekend","Morning",19.7142857142857,FALSE,0.69
"GB2025001082",2025-01-15 18:02:00,"Ho Chi Minh City","GrabMart","Frequent User",39,"High Performer",2.9,"Card","Mobile App",6.6,35.4,36.4,9,"High","Clear","None",0,322000,47000,"4.5","4.1","1",NA,"4",18,"Wednesday","Weekday","Evening",11.1864406779661,FALSE,6.6
"GB2025001083",2025-07-11 02:51:00,"Can Tho","GrabFood","Tourist",23,"Standard",6.6,"Cash","Mobile App",3.11,12.9,14.6,1.7,"Medium","Clear","MART15",4000,362000,32000,"4.6","4.7","1",NA,"3",2,"Friday","Weekday","Early Morning",14.4651162790698,FALSE,3.11
"GB2025001085",2025-09-27 10:02:00,"Hai Phong","GrabMart","Tourist",52,"High Performer",5.3,"Card","Mobile App",3.92,11.9,NA,7.9,"Low","Clear","FOOD20",6000,379000,34000,NA,"4.7","1",NA,"3",10,"Saturday","Weekend","Morning",19.7647058823529,FALSE,3.92
"GB2025001094",2025-10-01 20:47:00,"Ho Chi Minh City","GrabFood","Working Professional",44,"Preferred",2.1,"Cash","Mobile App",1.53,5.6,5.5,4.3,"Low","Clear","WELCOME",4000,296000,10000,"4.7","3.8","1",NA,"1",20,"Wednesday","Weekday","Evening",16.3928571428571,FALSE,1.53
"GB2025001101",2025-12-09 13:21:00,"Hanoi","GrabFood","Student",40,"Standard",3.2,"Cash","Mobile App",6.45,18.9,24.7,5.3,"Low","Heavy Rain","WELCOME",3000,139000,17000,"4.4",NA,"1",NA,"1",13,"Tuesday","Weekday","Lunch",20.4761904761905,FALSE,6.45
"GB2025001104",2025-08-01 10:42:00,"Hanoi","GrabFood","Student",28,"New",3.9,"Cash","Mobile App",2.85,14.5,14.4,10.4,"High","Cloudy","WELCOME",6000,309000,25000,"4.9","4.5","1",NA,"2",10,"Friday","Weekday","Morning",11.7931034482759,FALSE,2.85
"GB2025001108",2025-01-14 10:40:00,"Hanoi","GrabMart","Tourist",35,"Standard",2.2,"Moca Wallet","Mobile App",7.69,35.1,30.5,9.3,"Medium","Cloudy","None",0,341000,31000,"4.3","4.9","1",NA,"3",10,"Tuesday","Weekday","Morning",13.1452991452991,FALSE,7.69
"GB2025001110",2025-12-03 03:52:00,"Ho Chi Minh City","GrabMart","Working Professional",18,"New",1.8,"Card","Mobile App",5.86,22.1,29.5,6.6,"Medium","Clear","None",0,135000,22000,"4.9","4.5","1",NA,"2",3,"Wednesday","Weekday","Early Morning",15.9095022624434,FALSE,5.86
"GB2025001121",2025-06-20 01:55:00,"Hanoi","GrabFood","Working Professional",44,"High Performer",6.5,"Moca Wallet","Mobile App",1.19,3.9,4.7,9,"Medium","Rain","RIDE10",1000,289000,21000,"4.3","3.6","1",NA,"2",1,"Friday","Weekday","Early Morning",18.3076923076923,FALSE,1.19
"GB2025001123",2025-08-28 11:04:00,"Ho Chi Minh City","GrabFood","Student",46,"New",2,"Moca Wallet","Mobile App",2.91,9,11.9,2.5,"Medium","Cloudy","None",0,396000,37000,NA,NA,"0","Customer changed mind","0",11,"Thursday","Weekday","Lunch",19.4,FALSE,2.91
"GB2025001124",2025-07-29 00:23:00,"Ho Chi Minh City","GrabFood","Frequent User",31,"Standard",0.7,"Moca Wallet","Mobile App",3.51,14.9,19,NA,"Medium","Cloudy","None",0,356000,17000,"4.4","4.2","1",NA,"1",0,"Tuesday","Weekday","Early Morning",14.1342281879195,FALSE,3.51
"GB2025001130",2025-10-23 10:50:00,"Ho Chi Minh City","GrabFood","Working Professional",43,"High Performer",NA,"Card","Mobile App",NA,12.3,14.4,3.5,"Low","Clear","None",0,69000,17000,"4.6","4.7","1",NA,"1",10,"Thursday","Weekday","Morning",NA,NA,NA
"GB2025001131",2025-08-22 14:04:00,"Bien Hoa","GrabFood","Corporate",41,"High Performer",3.8,"Card","Mobile App",2.59,7,9.1,2.1,"Medium","Cloudy","LOYALTY",4000,398000,25000,"3.9","4.1","1",NA,"2",14,"Friday","Weekday","Afternoon",22.2,FALSE,2.59
"GB2025001132",2025-09-24 06:52:00,"Hanoi","GrabFood","Student",59,"Preferred",4.1,"Moca Wallet","Mobile App",1.87,8.1,10,3.6,"Low","Clear","LOYALTY",2000,87000,8000,"4.5","4.3","1",NA,"0",6,"Wednesday","Weekday","Morning",13.8518518518519,FALSE,1.87
"GB2025001134",2025-10-27 21:21:00,"Bien Hoa","GrabMart","Corporate",31,"High Performer",1.3,"Card","Mobile App",4.54,24.4,26.4,10,"Medium","Rain","None",0,247000,16000,"4.2","4.3","1",NA,"1",21,"Monday","Weekday","Night",11.1639344262295,FALSE,4.54
"GB2025001135",2025-06-08 15:42:00,"Hue","GrabMart","Frequent User",35,"High Performer",1.1,"Card","Mobile App",4.82,13.9,16.5,5.1,"Medium","Cloudy","RIDE10",6000,106000,8000,"4.6","4.3","1",NA,"0",15,"Sunday","Weekend","Afternoon",20.8057553956835,FALSE,4.82
"GB2025001137",2025-05-02 18:35:00,"Hanoi","GrabMart","Corporate",48,"High Performer",2.1,"Card","Mobile App",3.2,9.5,11,5.8,"Medium","Clear","RIDE10",3000,50000,7000,"4.8","5","1",NA,"0",18,"Friday","Weekday","Evening",20.2105263157895,FALSE,3.2
"GB2025001139",2025-12-29 06:48:00,"Ho Chi Minh City","GrabFood","Corporate",58,"Preferred",0.7,"Moca Wallet","Mobile App",2.17,12.4,13.9,7.3,"High","Cloudy","FOOD20",5000,141000,10000,NA,"4.7","1",NA,"1",6,"Monday","Weekday","Morning",10.5,FALSE,2.17
"GB2025001144",2025-10-17 05:29:00,"Can Tho","GrabMart","Student",34,"New",4.7,"Cash","Mobile App",1.51,5.3,4.9,1.9,"Medium","Cloudy","None",0,261000,23000,"4.4","4.4","1",NA,"2",5,"Friday","Weekday","Early Morning",17.0943396226415,FALSE,1.51
"GB2025001149",2025-03-19 15:06:00,"Hanoi","GrabFood","Tourist",34,"High Performer",NA,"Cash","Mobile App",5.73,15.7,17.8,10.4,"Low","Heavy Rain","None",0,161000,21000,NA,"4.1","1",NA,"2",15,"Wednesday","Weekday","Afternoon",21.8980891719745,FALSE,5.73
"GB2025001154",2025-09-13 00:40:00,"Ho Chi Minh City","GrabFood","Working Professional",NA,"Preferred",2,"Card","Mobile App",6.51,48.2,43.4,8.7,"Severe","Rain","LOYALTY",11000,95000,9000,"4.7","4.4","1",NA,"0",0,"Saturday","Weekend","Early Morning",8.10373443983402,FALSE,6.51
"GB2025001155",2025-08-29 00:38:00,"Ho Chi Minh City","GrabMart","Working Professional",54,"Standard",3.3,"Cash","Partner App",3.19,14.5,16.1,2.8,"Low","Cloudy","None",0,266000,18000,"4.3","3.9","1",NA,"1",0,"Friday","Weekday","Early Morning",13.2,FALSE,3.19
"GB2025001163",2025-05-22 05:32:00,"Da Nang","GrabFood","Corporate",60,"New",3.3,"Moca Wallet","Mobile App",4.39,15.1,20.2,5.2,"Low","Clear","None",0,247000,28000,"4.0","3.8","1",NA,"2",5,"Thursday","Weekday","Early Morning",17.4437086092715,FALSE,4.39
"GB2025001166",2025-10-05 16:43:00,"Ho Chi Minh City","GrabFood","Corporate",59,"Standard",1.8,"Corporate Account","Mobile App",7.43,19.7,21.8,3.5,"Low","Clear","None",0,150000,18000,"4.9","4.4","1",NA,"1",16,"Sunday","Weekend","Afternoon",22.6294416243655,FALSE,7.43
"GB2025001173",2025-11-16 04:45:00,"Hai Phong","GrabFood","Student",29,"Standard",1.5,"Cash","Web Booking",5.4,20.7,22.8,7.8,"Low","Cloudy","None",0,278000,17000,"4.4","3.9","1",NA,"1",4,"Sunday","Weekend","Early Morning",15.6521739130435,FALSE,5.4
"GB2025001174",2025-06-22 21:25:00,"Hanoi","GrabFood","Frequent User",52,"Standard",2.2,"Cash","Mobile App",2.9,10.8,12.2,4.7,"Low","Cloudy","None",0,257000,23000,"4.7","4.0","1",NA,"2",21,"Sunday","Weekend","Night",16.1111111111111,FALSE,2.9
"GB2025001175",2025-09-24 05:44:00,"Hanoi","GrabMart","Student",33,"New",0.3,"Cash","Mobile App",8.66,36.5,38,2.2,"Low","Clear","None",0,209000,21000,"4.6","4.4","1",NA,"2",5,"Wednesday","Weekday","Early Morning",14.2356164383562,FALSE,8.66
"GB2025001178",2025-02-11 06:50:00,"Ho Chi Minh City","GrabFood","Family",23,"Standard",0.4,"Cash","Mobile App",3.55,13.1,16.9,6.7,"Medium","Clear","LOYALTY",6000,448000,26000,"4.3","4.2","1",NA,"2",6,"Tuesday","Weekday","Morning",16.2595419847328,FALSE,3.55
"GB2025001180",2025-08-02 12:20:00,"Ho Chi Minh City","GrabFood","Frequent User",45,"Standard",0.3,"Card","Mobile App",3.22,17.3,21.4,3.4,"Medium","Clear","None",0,232000,13000,NA,NA,"0","Long wait time","0",12,"Saturday","Weekend","Lunch",11.1676300578035,FALSE,3.22
"GB2025001181",2025-04-18 16:23:00,"Da Nang","GrabFood","Tourist",18,"Standard",4.3,"Moca Wallet","Mobile App",0.7,3.4,4.2,4,"Medium",NA,"RIDE10",3000,312000,11000,"4.9","4.6","1",NA,"1",16,"Friday","Weekday","Afternoon",12.3529411764706,FALSE,0.7
"GB2025001186",2025-04-22 02:11:00,"Hanoi","GrabMart","Family",44,"Standard",2.2,"Cash","Mobile App",NA,7.2,6.9,7.9,"Low","Cloudy","None",0,305000,24000,"5","4.2","1",NA,"2",2,"Tuesday","Weekday","Early Morning",NA,NA,NA
"GB2025001189",2025-03-23 07:39:00,"Hanoi","GrabFood","Frequent User",36,"New",1.3,"Card","Partner App",6.21,32.8,27.9,NA,"High","Clear","MART15",4000,309000,40000,"4.5","4.9","1",NA,"4",7,"Sunday","Weekend","Morning",11.359756097561,FALSE,6.21
"GB2025001190",2025-07-02 15:53:00,"Bien Hoa","GrabFood","Tourist",24,"High Performer",7.1,"Card","Mobile App",4.9,21.3,27.3,4.8,"Medium",NA,"LOYALTY",4000,404000,30000,"4.8","5.0","1",NA,"3",15,"Wednesday","Weekday","Afternoon",13.8028169014085,FALSE,4.9
"GB2025001193",2025-01-16 23:51:00,"Ho Chi Minh City","GrabMart","Student",52,"New",5.3,"Cash","Mobile App",0.66,2.1,1.9,1.7,"Low","Cloudy","None",0,360000,17000,"4.3","4.7","1",NA,"1",23,"Thursday","Weekday","Night",18.8571428571429,FALSE,0.66
"GB2025001198",2025-05-16 11:45:00,"Hue","GrabMart","Frequent User",24,"High Performer",2,"Cash","Mobile App",4.22,18.8,20.5,2.9,"Low","Clear","None",0,152000,19000,"4.5","4.3","1",NA,"1",11,"Friday","Weekday","Lunch",13.468085106383,FALSE,4.22
"GB2025001199",2025-04-10 00:12:00,"Hai Phong","GrabFood","Working Professional",25,"New",2.5,"Cash","Mobile App",4.11,16.8,19.7,6.1,"Low","Cloudy","None",0,343000,16000,"4.7","4.2","1",NA,"1",0,"Thursday","Weekday","Early Morning",14.6785714285714,FALSE,4.11
"GB2025001202",2025-08-27 21:28:00,"Hanoi","GrabFood","Tourist",52,"Preferred",0.3,"Cash","Mobile App",2.79,15.8,16.2,10.1,"High","Clear","WELCOME",2000,243000,NA,"4.5","4.1","1",NA,"1",21,"Wednesday","Weekday","Night",10.5949367088608,FALSE,2.79
"GB2025001208",2025-09-02 00:29:00,"Hanoi","GrabFood","Frequent User",35,"New",4.6,"Card","Mobile App",1.9,12,13.6,4.4,"High","Cloudy","LOYALTY",2000,396000,17000,"4.2","5","1",NA,"1",0,"Tuesday","Weekday","Early Morning",9.5,FALSE,1.9
"GB2025001211",2025-05-28 20:21:00,"Ho Chi Minh City","GrabFood","Frequent User",38,"Preferred",7.2,"Card","Mobile App",10.68,54.9,65.7,10.7,"Medium","Rain","None",0,201000,32000,"4.2","5","1",NA,"3",20,"Wednesday","Weekday","Evening",11.672131147541,FALSE,10.68
"GB2025001218",2025-09-12 01:32:00,"Da Nang","GrabMart","Frequent User",56,"High Performer",0.8,"Moca Wallet","Mobile App",4.44,10.7,10,4.3,"Low","Clear","RIDE10",5000,96000,10000,"4.0","4.5","1",NA,"1",1,"Friday","Weekday","Early Morning",24.8971962616822,FALSE,4.44
"GB2025001220",2025-06-19 13:24:00,"Hanoi","GrabFood","Tourist",31,"New",2.8,"Card","Mobile App",4.1,23.4,27,7.6,"High","Rain","None",0,63000,11000,"4.8","3.8","1",NA,"1",13,"Thursday","Weekday","Lunch",10.5128205128205,FALSE,4.1
"GB2025001222",2025-06-25 13:56:00,"Bien Hoa","GrabMart","Tourist",23,"High Performer",17.6,"Moca Wallet","Mobile App",2.6,7.1,8.7,6.4,"Medium","Clear","None",0,101000,9000,"5","4.6","1",NA,"0",13,"Wednesday","Weekday","Lunch",21.9718309859155,FALSE,2.6
"GB2025001225",2025-12-12 04:25:00,"Hanoi","GrabFood","Corporate",25,"Standard",5.7,"Moca Wallet","Mobile App",3.37,13.4,16.5,5.7,"Medium","Clear","WELCOME",3000,361000,28000,"4.5","4.0","1",NA,"2",4,"Friday","Weekday","Early Morning",15.089552238806,FALSE,3.37
"GB2025001230",2025-05-16 18:19:00,"Ho Chi Minh City","GrabFood","Working Professional",55,"High Performer",4.8,"Cash","Mobile App",1.78,5.6,5.4,9.4,"High","Cloudy","LOYALTY",2000,406000,26000,"5","5.0","1",NA,"2",18,"Friday","Weekday","Evening",19.0714285714286,FALSE,1.78
"GB2025001234",2025-12-27 20:18:00,"Hanoi","GrabFood","Tourist",59,"Standard",2,"Cash","Mobile App",0.72,3.4,4.3,10,"Low","Rain","LOYALTY",1000,75000,6000,"4.3","4.3","1",NA,"0",20,"Saturday","Weekend","Evening",12.7058823529412,FALSE,0.72
